adult,backdrop_path,belongs_to_collection,budget,genres_1_id,genres_1_name,genres_2_id,genres_2_name,genres_3_id,genres_3_name,homepage,id,imdb_id,origin_country_1,original_language,original_title,overview,popularity,poster_path,production_companies_1_id,production_companies_1_logo_path,production_companies_1_name,production_companies_1_origin_country,production_companies_2_id,production_companies_2_logo_path,production_companies_2_name,production_companies_2_origin_country,production_companies_3_id,production_companies_3_logo_path,production_companies_3_name,production_companies_3_origin_country,production_companies_4_id,production_companies_4_logo_path,production_companies_4_name,production_companies_4_origin_country,production_companies_5_id,production_companies_5_logo_path,production_companies_5_name,production_companies_5_origin_country,production_countries_1_iso_3166_1,production_countries_1_name,release_date,revenue,runtime,spoken_languages_1_english_name,spoken_languages_1_iso_639_1,spoken_languages_1_name,status,tagline,title,video,vote_average,vote_count,belongs_to_collection_id,belongs_to_collection_name,belongs_to_collection_poster_path,belongs_to_collection_backdrop_path,genres_4_id,genres_4_name,genres_5_id,genres_5_name,spoken_languages_2_english_name,spoken_languages_2_iso_639_1,spoken_languages_2_name,production_companies_6_id,production_companies_6_logo_path,production_companies_6_name,production_companies_6_origin_country,production_companies_7_id,production_companies_7_logo_path,production_companies_7_name,production_companies_7_origin_country,production_companies_8_id,production_companies_8_logo_path,production_companies_8_name,production_companies_8_origin_country,production_companies_9_id,production_companies_9_logo_path,production_companies_9_name,production_companies_9_origin_country,production_companies_10_id,production_companies_10_logo_path,production_companies_10_name,production_companies_10_origin_country,production_companies_11_id,production_companies_11_logo_path,production_companies_11_name,production_companies_11_origin_country,production_countries_2_iso_3166_1,production_countries_2_name,production_countries_3_iso_3166_1,production_countries_3_name,production_countries_4_iso_3166_1,production_countries_4_name,spoken_languages_3_english_name,spoken_languages_3_iso_639_1,spoken_languages_3_name,spoken_languages_4_english_name,spoken_languages_4_iso_639_1,spoken_languages_4_name,spoken_languages_5_english_name,spoken_languages_5_iso_639_1,spoken_languages_5_name,origin_country_2,genres_6_id,genres_6_name,spoken_languages_6_english_name,spoken_languages_6_iso_639_1,spoken_languages_6_name,production_companies_12_id,production_companies_12_logo_path,production_companies_12_name,production_companies_12_origin_country,spoken_languages_7_english_name,spoken_languages_7_iso_639_1,spoken_languages_7_name,genres_7_id,genres_7_name,origin_country_3,origin_country_4,production_countries_5_iso_3166_1,production_countries_5_name
False,/8GnWDLn2AhnmkQ7hlQ9NJUYobSS.jpg,,100000000,18,Drama,878.0,Science Fiction,28.0,Action,https://hungergames.movie/,695721,tt10545296,US,en,The Hunger Games: The Ballad of Songbirds & Snakes,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",210.956,/mBaXZ95R2OxueZhvQbcEWy2DqyO.jpg,1632.0,/cisLn1YAUuptXVBa0xjq7ST9cH0.png,Lionsgate,US,5420.0,/dlW4Kh5dNieKNURnymsu57y6fMf.png,Color Force,US,161357.0,/kQlxsHQKQsDOXmKPZVqEyL827NJ.png,about:blank,US,,,,,,,,,US,United States of America,2023-11-15,337134868,157,English,en,English,Released,Everyone hungers for something.,The Hunger Games: The Ballad of Songbirds & Snakes,False,7.165,2133,131635.0,The Hunger Games Collection,/n4cKN236lNJpZcPXHTtCuQMvGQs.jpg,/Ipp7cegtub4t0mu7xaKLQkYoGc.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/xDMIl84Qo5Tsu62c9DGWhmPI67A.jpg,,250000000,28,Action,12.0,Adventure,878.0,Science Fiction,https://wakandaforevertickets.com,505642,tt9114286,US,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",210.78,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,420.0,/hUzeosd33nzE5MCNsZxCGEKTXaQ.png,Marvel Studios,US,,,,,,,,,,,,,,,,,US,United States of America,2022-11-09,859102154,162,English,en,English,Released,Forever.,Black Panther: Wakanda Forever,False,7.134,6100,529892.0,Black Panther Collection,/qT1JPO6IltC2B39QAriAg7SelMx.jpg,/nsiBzWsmmerBMuD8TKHpYBTnfhD.jpg,,,,,French,fr,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haitian; Haitian Creole,ht,,Spanish,es,Español,Xhosa,xh,,,,,,,,,,,,,,,,,,,,
False,/jkBFGhuJKLH8VurXqVKQ2mxvVYC.jpg,,0,37,Western,,,,,,1079394,tt22166940,US,en,The Five,"A scorned woman enlists the help of five strangers to execute a bank robbery. Tensions rise as the men anxiously await her arrival with the money, leaving the crew to wonder if they have been betrayed.",210.44,/xckDPGprPVDpuzhSyo9E7SZJ2wa.jpg,,,,,,,,,,,,,,,,,,,,,,,2023-01-07,0,75,English,en,English,Released,Heist in the Wild West,The Five,False,6.1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,,220000000,878,Science Fiction,28.0,Action,12.0,Adventure,https://www.marvel.com/movies/the-avengers,24428,tt0848228,US,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",210.181,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,420.0,/hUzeosd33nzE5MCNsZxCGEKTXaQ.png,Marvel Studios,US,,,,,,,,,,,,,,,,,US,United States of America,2012-04-25,1518815515,143,English,en,English,Released,Some assembly required.,The Avengers,False,7.713,29974,86311.0,The Avengers Collection,/yFSIUVTCvgYrpalUktulvk3Gi5Y.jpg,/zuW6fOiusv4X9nnW3paHGfXcSll.jpg,,,,,Hindi,hi,हिन्दी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russian,ru,Pусский,,,,,,,,,,,,,,,,,,,,,,,,,
False,/u0P5drNyTrZoGyJONPcZGbv1mNP.jpg,,0,28,Action,53.0,Thriller,,,,1124127,tt27708700,US,en,Air Force One Down,"On her first assignment aboard Air Force One, a rookie Secret Service agent faces the ultimate test when terrorists hijack the plane, intent on derailing a pivotal energy deal. With the President's life on the line and a global crisis at stake, her bravery and skills are pushed to the limit in a relentless battle that could change the course of history.",210.17,/nKPoSD4pZ3s3CJ9g3cqWRcQ41TC.jpg,177095.0,/nfwWCvMNaK687bjyM7un8p7ilz0.png,SP Media Group,US,44311.0,,Steven Paul Production,US,,,,,,,,,,,,,US,United States of America,2024-02-09,0,84,English,en,English,Released,,Air Force One Down,False,6.371,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/cu5Qk2QHxOyyMrD3Bq93DxgmJer.jpg,,0,28,Action,80.0,Crime,,,https://directorymovies.com/the-pig-the-snake-and-the-pigeon,1046090,tt29319990,TW,zh,周處除三害,"The arrogant, third most-wanted criminal in Taiwan, decides to get rid of the top two competitors and crowns himself the most-wanted criminal before dying.",210.051,/7IJ7F8tX7IAkpUdaGovOBJqORnJ.jpg,193604.0,,An Attitude Production,TW,,,,,,,,,,,,,,,,,TW,Taiwan,2023-10-06,0,134,Cantonese,cn,广州话 / 廣州話,Released,,"The Pig, the Snake and the Pigeon",False,7.323,150,,,,,,,,,Mandarin,zh,普通话,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/dlz8uzyl9mHPyHXbveXutzpx8jI.jpg,,15000000,18,Drama,878.0,Science Fiction,,,http://exmachina-movie.com/,264660,tt0470752,GB,en,Ex Machina,"Caleb, a coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.",208.356,/9goPE2IoMIXxTLWzl7aizwuIiLh.jpg,284.0,/6a26if3IKy7mlrQuGHHVp6ufQtF.png,DNA Films,GB,6705.0,/e8EXNSfwr5E9d3TR8dHKbQnQK4W.png,Film4 Productions,GB,93105.0,/asuzX794BM1gCettTxUoLxGNovd.png,IAC Films,US,258.0,,Scott Rudin Productions,US,,,,,GB,United Kingdom,2015-01-21,36869414,108,English,en,English,Released,There is nothing more human than the will to survive,Ex Machina,False,7.573,12812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/cEcG1Z32NWJrRKmhmEh13VyPRfk.jpg,,0,35,Comedy,18.0,Drama,10749.0,Romance,,79474,tt0117131,ES,es,"Más que amor, frenesí","From the land of Almodovar comes a hot new film about drugs, sex &amp; everything else!",207.972,/e843ZAdn3f5R7SFTRIqoV7Ttk91.jpg,9335.0,,Canal+ España,ES,34772.0,,Fernando Colomo PC,ES,82482.0,,Películas Freneticas,,981.0,/pkrdO9ykplO4Zc8edikoSX5APUN.png,TVE,ES,,,,,ES,Spain,1996-11-15,0,125,Spanish,es,Español,Released,,"Not Love, Just Frenzy",False,5.5,17,,,,,53.0,Thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/1SsHEx1sCfVZY6Nj0sMyFTlEDql.jpg,,75000000,28,Action,12.0,Adventure,53.0,Thriller,,9802,tt0117500,US,en,The Rock,"When vengeful General Francis X. Hummel seizes control of Alcatraz Island and threatens to launch missiles loaded with deadly chemical weapons into San Francisco, only a young FBI chemical weapons expert and notorious Federal prisoner have the stills to penetrate the impregnable island fortress and take him down.",207.694,/j5mxLNWjUlXUUk8weFBtnF4afIR.jpg,10288.0,/Aszf09kIVXR6cwG9lwjZIawbYVS.png,Don Simpson/Jerry Bruckheimer Films,US,915.0,/4neXXpjSJDZPBGBnfWtqysB5htV.png,Hollywood Pictures,US,,,,,,,,,,,,,US,United States of America,1996-06-07,335062621,137,English,en,English,Released,Alcatraz. Only one man has ever broken out. Now five million lives depend on two men breaking in.,The Rock,False,7.126,4460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/qdIMHd4sEfJSckfVJfKQvisL02a.jpg,,55000000,35,Comedy,18.0,Drama,10749.0,Romance,https://www.paramountmovies.com/movies/forrest-gump,13,tt0109830,US,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",206.801,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,4.0,/gz66EfNoYPqHTYI4q9UEN4CbHRc.png,Paramount,US,21920.0,,The Steve Tisch Company,,412.0,,Wendy Finerman Productions,,,,,,,,,,US,United States of America,1994-06-23,677387716,142,English,en,English,Released,The world will never be the same once you've seen it through the eyes of Forrest Gump.,Forrest Gump,False,8.475,26530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/w6Fs4bIje1naeILo9KwAc1Y6bvP.jpg,,100000000,18,Drama,37.0,Western,,,http://www.unchainedmovie.com,68718,tt1853728,US,en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",206.083,/bV0rWoiRo7pHUTQkh6Oio6irlXO.jpg,308.0,/e8F3mQM7DkJ5SfYYDp8FYzPBOGX.png,The Weinstein Company,US,5.0,/71BqEFAF4V3qjjMPCpLuyJFB9A.png,Columbia Pictures,US,,,,,,,,,,,,,US,United States of America,2012-12-25,425368238,165,English,en,English,Released,"Life, liberty, and the pursuit of vengeance.",Django Unchained,False,8.178,25508,,,,,,,,,French,fr,Français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German,de,Deutsch,,,,,,,,,,,,,,,,,,,,,,,,,
False,/6a3aiSYNqABoV1Fq8n10LMOBxhH.jpg,,0,28,Action,53.0,Thriller,,,https://578movie.com/,821937,tt13899926,VN,vi,578: Phát Đạn Của Kẻ Điên,"A container truck driver, Hùng, lives an idyllic life with his little daughter, An. The father and daughter become the closest companions in every journey with their orange container truck. Life goes on like that until An has to leave her father to go to school. One day, Hùng is informed that An is suffering from severe depression. Relying on his old skills in the past and finding out the truth, Hùng becomes enraged and painful to know that his little girl was kidnapped by a male stranger. Starting his lone and intense journey looking for and chasing after the unknown abuser, Hùng realizes that to hunt down that psychopath he has to counter the massive underground forces behind him.",205.218,/8Nw5v7wPfa2FwbKyx61K2nIBcKa.jpg,147411.0,/yRbWF2ElD7rJpw1R40mvrgMbv1R.png,Lotte Entertainment (Vietnam),VN,176354.0,/eNWqZZhwGxgTqENgLcJUZPEEZzZ.png,Tuvan Pictures,VN,,,,,,,,,,,,,VN,Vietnam,2022-05-20,0,108,English,en,English,Released,Pain is when you let him live,578: Magnum,False,5.176,17,,,,,,,,,Vietnamese,vi,Tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/2ex2beZ4ssMeOduLD0ILzXKCiep.jpg,,178000000,28,Action,12.0,Adventure,878.0,Science Fiction,https://family.20thcenturystudios.com/movies/x-men-apocalypse,246655,tt3385516,US,en,X-Men: Apocalypse,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",205.079,/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg,431.0,/6dcR1MbRqYgt3jUVYxkHe68GFnZ.png,The Donners' Company,US,9168.0,/hQNXrYIuyLRxMSBuGHk0GX7CCBS.png,Bad Hat Harry Productions,US,28788.0,/Aqomtf9oh5dKtxBNEagkdlp3aGv.png,Genre Films,US,91797.0,,Hutch Parker Entertainment,US,25.0,/qZCc1lty5FzX30aOCVRBLzaVmcp.png,20th Century Fox,US,US,United States of America,2016-05-18,543934787,144,Arabic,ar,العربية,Released,Only the strong will survive.,X-Men: Apocalypse,False,6.514,12572,748.0,X-Men Collection,/31rqs6ZxFdi5nWZZaFPIr17q8jt.jpg,/2jMXECTRYfs0EZWJgDzlcH6MmBQ.jpg,14.0,Fantasy,,,English,en,English,7505.0,/837VMM4wOkODc1idNxGT0KQJlej.png,Marvel Entertainment,US,22213.0,/qx9K6bFWJupwde0xQDwOvXkOaL8.png,TSG Entertainment,US,,,,,,,,,,,,,,,,,,,,,,,German,de,Deutsch,Polish,pl,Polski,Russian,ru,Pусский,,,,Swahili,sw,Kiswahili,,,,,,,,,,,,,
False,/6SSEa1OfqrHGg7XTLNTxbyyioRB.jpg,,50000000,16,Animation,35.0,Comedy,10751.0,Family,,8920,tt0356634,US,en,Garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",204.337,/vqwTSWNLyH55g8kBT61s2DgNYEp.jpg,1302.0,/zC3b70ixHh89qJIikLQPEvLqbPM.png,Davis Entertainment,US,25.0,/qZCc1lty5FzX30aOCVRBLzaVmcp.png,20th Century Fox,US,,,,,,,,,,,,,US,United States of America,2004-06-10,200800000,80,English,en,English,Released,Get ready for frisky business.,Garfield,False,5.692,3813,86115.0,Garfield Collection,/fPCiS9fijCf8zHaddw2QHL6SLgK.jpg,/qHF9Qnzz5zu5AQm3mqnrMfc7w9P.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HK,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/bskmLsrwmpqvZxKDi81UHa4mFDx.jpg,,22700000,28,Action,18.0,Drama,80.0,Crime,https://www.dogmanthefilm.com/,944401,tt17009348,FR,fr,Dogman,"A boy, bruised by life, finds his salvation through the love of his dogs.",203.896,/yZGdlrKxglrWciRl0Rs6lAjfPHM.jpg,6896.0,/2Q89KvzxTKB5BAv9RqFIPI1qb7E.png,EuropaCorp,FR,170748.0,,LBP,FR,356.0,/tSJvuFaLIp7l0ONLUiAHA61GbXu.png,TF1 Films Production,FR,,,,,,,,,FR,France,2023-09-27,3950070,115,English,en,English,Released,"Wherever there is an unfortunate, God sends a dog.",Dogman,False,7.818,749,,,,,,,,,Spanish,es,Español,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/sRvXNDItGlWCqtO3j6wks52FmbD.jpg,,60000000,16,Animation,35.0,Comedy,14.0,Fantasy,http://www.dreamworksanimation.com/shrek/,808,tt0126029,US,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",203.484,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,7.0,/1kqoutvio9eDaQpp0l4gQoEF4Yf.png,DreamWorks Pictures,US,520.0,/pU7YTI9FfrICurXpl5V9TfCO0oJ.png,Pacific Data Images,US,521.0,/kP7t6RwGz2AvvTkvnI1uteEwHet.png,DreamWorks Animation,US,,,,,,,,,US,United States of America,2001-05-18,488628188,90,English,en,English,Released,The greatest fairy tale never told.,Shrek,False,7.74,16478,2150.0,Shrek Collection,/qNHZMe92A7Pyl46qUH29hVOtbSK.jpg,/gMWrKQjoTIpYjhc8SxZF20EDIES.jpg,12.0,Adventure,10751.0,Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/hsTjn0Z3m0jJ888GEvwKT4LnPq1.jpg,,0,27,Horror,28.0,Action,,,,801691,tt11525390,US,en,Hellblazers,An evil cult unleashes a monster on a small south-western town that refuses to go down without a fight.,203.197,/aPG32niYPEIiaAXcclEFcHrGGs.jpg,,,,,,,,,,,,,,,,,,,,,,,2022-01-21,0,84,English,en,English,Released,Hell on earth.,Hellblazers,False,4.7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/zpkWkIXEwSErbIgOlh1NkwQ6Pyj.jpg,,34000000,80,Crime,18.0,Drama,53.0,Thriller,http://detroit.movie,407448,tt5390504,US,en,Detroit,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,203.18,/tmCt2hy9QoFHft3UcHwpGX2Sihl.jpg,13184.0,/pfUB1a62jSMIqp4Xmaq6z2cgW0B.png,Annapurna Pictures,US,99491.0,,Page 1,,211790.0,,Harpers Ferry,,,,,,,,,,US,United States of America,2017-07-28,23400000,143,English,en,English,Released,It's time we knew,Detroit,False,7.303,1578,,,,,36.0,History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/hziiv14OpD73u9gAak4XDDfBKa2.jpg,,125000000,12,Adventure,14.0,Fantasy,,,https://www.warnerbros.com/movies/harry-potter-and-sorcerers-stone/,671,tt0241527,GB,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",203.037,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,174.0,/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png,Warner Bros. Pictures,US,437.0,/nu20mtwbEIhUNnQ5NXVhHsNknZj.png,Heyday Films,GB,436.0,/A7WCkG3F0NFvjGCwUnclpGdIu9E.png,1492 Pictures,US,,,,,,,,,GB,United Kingdom,2001-11-16,976475550,152,English,en,English,Released,Let the magic begin.,Harry Potter and the Philosopher's Stone,False,7.914,26490,1241.0,Harry Potter Collection,/eVPs2Y0LyvTLZn6AP5Z6O2rtiGB.jpg,/hWK8gTH2riuv65Ej43hPSeE16Mu.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/uovH5k4BAEPqXqxgwVrTtqH169g.jpg,,170000000,878,Science Fiction,28.0,Action,,,http://www.godzillamovie.com,373571,tt3741700,US,en,Godzilla: King of the Monsters,"Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species, thought to be mere myths, rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.",202.937,/fQ40gmFM4p03tXwMxQQKh2cCBW4.jpg,923.0,/8M99Dkt23MjQMTTWukq4m5XsEuo.png,Legendary Pictures,US,83645.0,,Huahua Media,CN,882.0,/iDw9Xxok1d9WAM2zFicI8p3khTH.png,TOHO,JP,,,,,,,,,CN,China,2019-05-29,386600138,132,Mandarin,zh,普通话,Released,Long live the king.,Godzilla: King of the Monsters,False,6.69,5872,535313.0,Godzilla Collection,/inNN466SKHNjbGmpfhfsaPQNleS.jpg,/oboBn4VYB79uDxnyIri0Nt3U3N2.jpg,,,,,English,en,English,,,,,,,,,,,,,,,,,,,,,,,,,JP,Japan,US,United States of America,,,Japanese,ja,日本語,,,,,,,,,,,,,,,,,,,,,,,,,
False,/unvtbkgxh47BewQ8pENvdOdme0r.jpg,,0,28,Action,,,,,https://www.netflix.com/title/81486233,1212073,tt29538571,DE,de,60 Minuten,"Desperate to keep custody of his daughter, a mixed martial arts fighter abandons a big match and races across Berlin to attend her birthday party.",201.829,/jojfbnIHGsRpodIood3OQoqA45Y.jpg,218757.0,/gtaS9qruBQ9nXuMCjzzKzOGjeT8.png,Nocturna Productions,DE,40788.0,/ydsYNksXNi0NzkCDSjnpsPRUCGI.png,Wiedemann & Berg Television,DE,,,,,,,,,,,,,DE,Germany,2024-01-19,0,89,German,de,Deutsch,Released,Fight everyone…or lose everything,Sixty Minutes,False,6.806,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/5mzr6JZbrqnqD8rCEvPhuCE5Fw2.jpg,,129000000,28,Action,878.0,Science Fiction,27.0,Horror,https://www.themeg.movie,615656,tt9224104,US,en,Meg 2: The Trench,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,201.57,/4m1Au3YkjqsxF8iwQy0fPYSxE0h.jpg,56242.0,/1YORRYmg7hgYIgoJek8jU3cykuQ.png,Apelles Entertainment,US,174.0,/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png,Warner Bros. Pictures,US,435.0,/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png,di Bonaventura Pictures,US,92484.0,/dfWwoWRp8snHjzDKO5IFkiCAUe7.png,CMC Pictures,CN,208094.0,,Onaroll Productions,,CN,China,2023-08-02,384056482,116,English,en,English,Released,Back for seconds.,Meg 2: The Trench,False,6.58,3086,742536.0,The Meg Collection,/rbacYOwij2bEIvO0gKUF2funWKp.jpg,/rNoyJmjdhgn30bVbvd8n3DJMocB.jpg,,,,,,,,65442.0,/mAAUTVBF4KGW4QxESHWg4N8pLdF.png,DF Pictures,CN,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/5wJ2tckpvwcxGCAgZiccodwEJpf.jpg,,40000000,28,Action,878.0,Science Fiction,12.0,Adventure,,841,tt0087182,US,en,Dune,"In the year 10,191, the most precious substance in the universe is the spice Melange. The spice extends life. The spice expands consciousness. The spice is vital to space travel.  The spice exists on only one planet in the entire universe, the vast desert planet Arrakis, also known as Dune.  Its native inhabitants, the Fremen, have long held a prophecy that a man would come, a messiah who would lead them to true freedom.",201.397,/gYxUaK8HIBBkE5MycLSDFoc8bRq.jpg,10308.0,/pOHLwTFBPtPnz8BWP8T4w3UCTEB.png,Dino De Laurentiis Company,US,,,,,,,,,,,,,,,,,US,United States of America,1984-12-14,30982607,137,English,en,English,Released,"A world beyond your experience, beyond your imagination.",Dune,False,6.196,2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/ba9TgAO4I8RyA2LljzR3MspHaM9.jpg,,0,28,Action,878.0,Science Fiction,53.0,Thriller,,799155,tt7529298,IN,hi,Attack,"With the Parliament under siege, India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in the nick of time, save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi. Will Arjun succeed in his mission?",199.931,/5jGKbYuZtdxSNOocI6ZziQeiY4n.jpg,19143.0,,JA Entertainment,IN,103329.0,/bjJ6phaG9F8cGm3RYBjly8wYuH5.png,Pen Studios,IN,166343.0,,Ajay Kapoor Productions,IN,,,,,,,,,IN,India,2022-04-01,0,123,Hindi,hi,हिन्दी,Released,,Attack,False,6.657,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/ywCZ6Ka52kvBXn0Fim356kzEJZ2.jpg,,0,27,Horror,,,,,,974264,tt14080416,US,en,The Ones You Didn’t Burn,"After their father passes away, two siblings return to their old family farm to sell off the land. However, darker forces may be at play that will force them to reanalyze their relation to their ancestor's land.",199.127,/rwL4MbF2poznrXUbrZljPgEmLbT.jpg,175121.0,,Red Booth Productions,,,,,,,,,,,,,,,,,,US,United States of America,2022-06-23,0,70,English,en,English,Released,,The Ones You Didn’t Burn,False,6.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,/rF0Y0fYVsNFEvGve8Nq0Ij9EDCM.jpg,,100000000,53,Thriller,878.0,Science Fiction,28.0,Action,http://www.planetoftheapes.com/films/planet-of-the-apes,869,tt0133152,US,en,Planet of the Apes,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade.",198.68,/2IZcJHsTugOdyg0Y8ejj4CM2X3a.jpg,25.0,/qZCc1lty5FzX30aOCVRBLzaVmcp.png,20th Century Fox,US,80.0,,The Zanuck Company,US,,,,,,,,,,,,,US,United States of America,2001-07-25,362211740,120,English,en,English,Released,You'll be sorry you were ever born human.,Planet of the Apes,False,5.744,3846,,,,,12.0,Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
